0.1.2	2017	232	17	3868	114	11	88.59549821
0.1.2	2017	250	18	3867	114	8	51.72160764
0.1.2	2017	263	13	3867	114	5	23.75494402
0.1.2	2017	273	10	3868	114	7	13.02040282
0.1.2	2017	298	25	3868	114	1	9.748799312
1.1.2	2017	215	12	3887	81.5	5	58.37046867
1.1.2	2017	232	17	3887	81.5	12	86.49599821
1.1.2	2017	250	18	3887	81.5	5	49.70283089
1.1.2	2017	263	13	3887	81.5	3	22.63563833
1.1.2	2017	273	10	3887	81.5	5	12.24639732
1.1.2	2017	298	25	3887	81.5	4	9.09535683
1.2.3	2017	232	17	3881	47	18	87.15899821
1.2.3	2017	250	18	3881	47	15	50.30629862
1.2.4	2017	263	13	3877	54.5	6.5	23.19262296
1.2.4	2017	273	10	3878	54.5	6.5	12.61163921
1.2.4	2017	298	25	3877	54.5	7	9.434758956
1.3.2	2017	170	13	3875	46	12	10.67854334
1.3.2	2017	184	14	3875	46	16	44.52223551
1.3.2	2017	203	19	3875	46	22	84.66600835
1.3.3	2017	232	17	3874	35	19	87.93249821
1.3.3	2017	250	18	3874	35	15	51.01258468
1.3.3	2017	273	23	3874	35	17	36.13494967
1.3.4	2017	263	13	3874	50	11.4	23.36081046
1.3.4	2017	273	10	3873	50	8.5	12.81476421
1.3.4	2017	298	25	3873	50	9	9.572358582
1.4.2	2017	170	28	3885	35	22	20.41495076
1.4.3	2017	232	17	3884	54	20	86.82749821
1.4.3	2017	250	18	3884	54	13	50.00426839
1.4.4	2017	263	13	3883	63	9.7	22.85772167
1.4.4	2017	273	10	3884	63	10	12.36788921
1.4.4	2017	298	25	3883	63	7	9.230544977
1.5.2	2017	232	17	3896	22	14	85.50149821
1.5.2	2017	250	18	3896	22	11	48.79851839
1.5.2	2017	273	23	3896	22	14	34.01916065
1.5.3	2017	263	13	3895	73.5	7	22.19147167
1.5.3	2017	273	10	3896	73.5	9	11.88320982
1.5.3	2017	298	25	3896	73.5	12	8.798115496
2.1.2	2017	215	13	3936	24	27	58.87912439
2.1.2	2017	232	17	3936	24	39	81.08149821
2.1.2	2017	250	18	3935	24	29	44.90171562
2.1.2	2017	263	13	3935	24	13	19.98906469
2.1.2	2017	273	10	3935	24	6	10.32402098
2.1.2	2017	298	25	3936	24	23	7.599160532
2.2.3	2017	170	13	3942	5	17	8.026574022
2.2.3	2017	184	14	3941	5	23	39.15703257
2.2.4	2017	215	13	3933	24	18	59.13262439
2.2.4	2017	232	17	3933	24	31	81.41299821
2.2.4	2017	250	18	3932	24	23	45.20071561
2.2.4	2017	263	13	3932	24	10	20.15156469
2.2.4	2017	273	10	3931	24	8	10.48110455
2.2.4	2017	298	25	3931	24	9	7.738027657
2.3.2	2017	298	25	3941	62.5	8	7.461035532
2.4.2	2017	170	13	3950	10	42	7.731765042
2.4.2	2017	184	14	3951	10	21	38.35807424
2.4.2	2017	202	18	3951	10	36	71.06681028
2.4.2	2017	215	13	3950	10	19	57.69612439
2.4.2	2017	232	17	3950	10	41	79.53449821
2.4.2	2017	250	18	3949	10	26	43.51300243
2.4.2	2017	263	13	3949	10	12	19.24027062
2.4.2	2017	273	10	3950	10	12	9.734958483
2.4.2	2017	298	25	3950	10	17	7.212595906
2.5.1	2017	170	13	3947	55	7	7.842265043
2.5.1	2017	184	14	3946	55	3	38.7575534
2.5.1	2017	202	18	3946	55	5	71.64774778
2.5.2	2017	298	25	3945	67.5	8.5	7.350535532
3.1.3	2017	170	28	3986	11	72	13.06465218
3.1.4	2017	215	13	3979	19	30	55.24562439
3.1.4	2017	232	17	3979	19	34.9	76.32999821
3.1.4	2017	250	18	3978	19	26.1	40.67707476
3.1.4	2017	263	13	3978	19	13	17.73217258
3.1.4	2017	273	10	3978	19	10	8.656865669
3.1.4	2017	298	25	3979	19	16	6.443142905
3.2.3	2017	170	13	4007	46	14	5.783217222
3.2.3	2017	184	14	4008	46	18	33.88627319
3.2.3	2017	202	18	4008	46	20	64.44412278
3.2.3	2017	215	13	4007	46	18	52.87962439
3.3.2	2017	215	13	3995	40	15	53.89362439
3.3.2	2017	232	17	3995	40	20	74.56199821
3.3.2	2017	250	18	3994	40	14	39.14294838
3.3.2	2017	263	13	3994	40	7.5	16.91933106
3.3.2	2017	273	10	3994	40	5.5	8.055832064
3.3.2	2017	298	25	3995	40	17	6.036453424
3.4.2	2017	215	13	3989	34	17	54.40062439
3.4.2	2017	232	17	3989	34	21	75.22499821
3.4.2	2017	250	18	3988	34	18	39.71469819
3.4.2	2017	263	13	3988	34	9.5	17.22280129
3.4.2	2017	273	10	3988	34	5.5	8.279692523
3.4.2	2017	298	25	3988	34	15	6.212450363
3.5.2	2017	215	13	3987	25	18	54.56962439
3.5.2	2017	232	17	3987	25	26.5	75.44599821
3.5.2	2017	250	18	3986	25	15	39.90542717
3.5.2	2017	263	13	3986	25	10.5	17.32446443
3.5.2	2017	273	10	3987	25	10	8.317338356
3.5.2	2017	298	25	3987	25	11	6.237908696
11.1.2	2017	215	14	4032	24	32	54.34280619
11.1.2	2017	232	17	4031	24	36.5	70.59521752
11.1.2	2017	250	18	4031	24	27	35.67625867
11.1.2	2017	263	13	4030	24	13.5	15.14197797
11.1.2	2017	273	10	4031	24	10	6.704869896
11.1.2	2017	297	24	4030	24	22	5.189404173
11.2.2	2017	215	14	4037	35	16	53.88780619
11.2.2	2017	232	17	4037	35	20	69.93709252
11.2.2	2017	250	18	4036	35	15.5	35.21037904
11.2.2	2017	263	13	4036	35	7.5	14.85509145
11.2.2	2017	273	10	4037	35	5	6.488744896
