Date,"30.8,79.3","30.8,79.4","30.8,79.5","30.7,79.3","30.7,79.4","30.7,79.5","30.6,79.3","30.6,79.4","30.6,79.5"
2017-01-01 22:00:00,-20.475340980812774,-17.28598454316355,-14.942385797804889,-18.782432255717197,-16.66873469524802,-12.842621642480538,-13.34283088717956,-11.131599490696715,-8.265498052407281
2017-01-01 23:00:00,-20.724748932905044,-17.36540495248903,-14.765431552465657,-19.173960940286634,-16.784381957950018,-12.601573733475163,-13.813779981074504,-11.19708649487734,-7.984043268481912
2017-01-02 00:00:00,-20.996450333229035,-17.64825307692888,-14.828131875617373,-19.509756004276767,-16.997563056665797,-12.591820349873785,-14.078514678826082,-11.307160395521407,-7.9255229668737
2017-01-02 01:00:00,-21.447892659921195,-17.947821287542496,-15.11376668108619,-19.781457404600758,-17.263691094931858,-12.799428086531634,-14.389229613555528,-11.475754597773744,-8.09411716912598
2017-01-02 02:00:00,-21.229138199147542,-17.64825307692888,-15.115160021600673,-19.098720552504602,-17.007316440267175,-12.827294896821229,-14.206702006158423,-11.509194770121326,-8.184684302567348
2017-01-02 03:00:00,-20.77072916988297,-17.19123738817879,-14.492336811627183,-18.3477100151988,-16.21311234701244,-12.207258367876761,-12.62108050067792,-10.485089491977078,-7.290159692269924
2017-01-02 04:00:00,-18.10944878722239,-15.455135107134254,-12.7060742720613,-15.810436938327143,-13.55183196435189,-10.13396768232758,-9.335583567529454,-7.525634239217368,-4.737559869738959
2017-01-02 05:00:00,-17.097883573708486,-14.103594808086712,-11.354533973013815,-13.962867416124084,-12.243485221253309,-8.697433611896713,-6.998951524743177,-5.9400127337368644,-3.266192286445971
2017-01-02 06:00:00,-16.465306980133676,-13.213250219332735,-10.461402703230874,-13.061376103254247,-11.681968993917053,-7.685868398382809,-6.200567409944995,-5.127695213793913,-2.090212892223178
2017-01-02 07:00:00,-15.882890645080238,-12.58346030678689,-9.803745980395377,-12.446912936367653,-11.198479835391822,-7.030998356576276,-5.548484049167428,-4.339064482597109,-1.445096234018024
2017-01-02 08:00:00,-16.098858424824925,-12.774347957270948,-9.735472295185787,-12.474779746657305,-11.031278973653968,-7.04353842120662,-5.673884695470804,-4.489545258161172,-1.60811707421243
2017-01-02 09:00:00,-16.240979157302093,-12.915075349233632,-9.813499363996755,-12.717220996177161,-11.031278973653968,-7.1494323003072395,-5.965092862997551,-4.74870659385482,-1.79482470315304
2017-01-02 10:00:00,-16.39424661389512,-13.119896404862459,-10.093560807407641,-12.97638233187081,-11.482721300346157,-7.4490005109208255,-6.302281267502167,-5.105401765562192,-2.158486577432825
2017-01-02 11:00:00,-16.788561979493466,-13.51421177046086,-10.677370482975562,-13.571338731554647,-11.805976299705947,-8.046743591633629,-6.998951524743177,-5.790925298687284,-2.8426167700434917
2017-01-02 12:00:00,-17.841927408441848,-14.61773745793056,-11.68057565340257,-14.71527129394434,-12.827294896821229,-9.154449300646775,-8.049530272662594,-6.813637236317049,-3.6493609279285124
2017-01-02 13:00:00,-19.18371432388801,-15.870350580449895,-12.767381254698535,-15.994357886238788,-14.017207696188848,-10.136754363356545,-9.617038351454823,-7.995189992597773,-4.720839783565168
2017-01-02 14:00:00,-20.110285766018507,-17.096490233194004,-13.592238839271829,-17.69562665442126,-15.13884681034682,-10.982512055647135,-11.247246753398713,-8.994215141481334,-5.676671376499769
2017-01-02 15:00:00,-20.942110053164242,-17.777833744775705,-14.383656251497598,-18.609658031921413,-16.147625342831816,-11.803189618676981,-12.183571579130557,-9.799565958851929,-6.604636159144775
2017-01-02 16:00:00,-21.353145504936435,-18.244602817127145,-14.868538750537311,-19.26731475475691,-16.827575513898978,-12.311758906462899,-12.30339886337606,-10.305348565608881,-7.2413927742630335
2017-01-02 17:00:00,-21.595586754456292,-18.552531070827655,-15.304654331570191,-19.728510465050448,-17.161977237374657,-12.703287591032336,-12.800821427046117,-10.65507703474384,-7.908802880699909
2017-01-02 18:00:00,-21.33503207824816,-18.165182407801666,-15.311621034142604,-19.568276305885036,-17.106243616795382,-12.899748603574324,-13.413891253418171,-10.94210518072714,-8.407618784884448
2017-01-02 19:00:00,-19.579423030000868,-16.409573359554372,-14.293089118056287,-17.21631751743945,-15.381288059866677,-11.82966308845215,-11.55796168812816,-9.651871864316831,-7.0407517401776545
2017-01-02 20:00:00,-19.732690486593896,-16.660374652161124,-14.06179459265229,-17.829387343811533,-15.515048749256948,-11.603941925106085,-11.757209381699113,-9.675558653063035,-6.880517581012214
2017-01-02 21:00:00,-19.774490702028345,-16.815035449268635,-14.057614571108843,-17.98683482194798,-15.604222542183834,-11.630415394881254,-11.72376920935153,-10.042007208371786,-7.029605016061794
2017-01-02 22:00:00,-19.998818524859956,-17.014283142839588,-14.276369031882496,-18.22091602838094,-15.790930171124387,-11.822696385879738,-12.293645479774682,-10.156261130559301,-7.246966136320964
2017-01-02 23:00:00,-20.0489787833813,-17.109030297824347,-14.386442932526563,-18.218129347352004,-15.804863576269213,-11.878430006459041,-12.052597570769308,-9.757765743417451,-7.220492666545795
2017-01-03 00:00:00,-20.19249285637295,-17.226070901040828,-14.610770755358203,-18.296156416162972,-15.902397412282937,-12.101364488776142,-12.261598647941582,-9.958406777502887,-7.32917322667538
2017-01-03 01:00:00,-20.028078675664062,-17.198204090751176,-14.734778061147097,-17.846107429985295,-15.70314971871204,-12.236518518680896,-11.971783820929318,-9.803745980395377,-7.685868398382809
2017-01-03 02:00:00,-19.683923568587034,-16.862409026761043,-14.733384720632614,-17.416958551524857,-15.523408792343844,-12.302005522861577,-11.81294300227836,-9.692278739236826,-7.841922536004745
2017-01-03 03:00:00,-18.10805544670791,-15.53176883543074,-13.358157632838868,-16.06402491196286,-14.298662480114217,-11.350353951470368,-10.57008326336046,-8.985855098394438,-6.987804800627316
2017-01-03 04:00:00,-15.728229847972727,-13.568552050525682,-10.62999690548321,-14.16768847175291,-11.854743217712837,-8.54695283633265,-7.77086216976619,-6.753723594194355,-4.15793021571443
2017-01-03 05:00:00,-14.032534441848156,-11.220773283623544,-8.363031888421006,-11.578861795845398,-10.005780354995295,-6.3956350819725,-5.598644307688801,-4.8964006883898605,-1.6220504793572559
2017-01-03 06:00:00,-13.144976534123145,-10.107494212552467,-7.035178378119724,-10.540823112556325,-8.978888395822082,-4.885253964274057,-4.644206055268626,-3.7942683414346448,-0.4335310205041196
2017-01-03 07:00:00,-12.565346880098616,-9.419183998398353,-6.345474823451127,-9.885953070749792,-8.28639816012452,-4.178830323431669,-4.070149763302084,-3.1519383642584557,0.31469283577268925
2017-01-03 08:00:00,-12.83286825887916,-9.557124709332072,-6.348261504480092,-10.11446091512488,-8.64169999131741,-4.318164374879871,-4.339064482597109,-3.4542932559010637,0.04577811647766339
2017-01-03 09:00:00,-13.139403172065215,-9.887346411264275,-6.635289650463392,-10.446075957571566,-8.836767663344915,-4.601012499319722,-4.620519266522479,-3.700914526964368,-0.2203499217883973
2017-01-03 10:00:00,-13.381844421585072,-10.24682826400067,-7.036571718634207,-10.717777357895557,-9.061095486176498,-4.956314330512612,-4.7807534256878625,-3.810988427608436,-0.4349243610186022
2017-01-03 11:00:00,-14.053434549565395,-10.964398628958861,-7.809875704171702,-11.464607873657883,-9.734078954671304,-5.754698445310794,-5.607004350775696,-4.6107658829211005,-1.3796092298373992
2017-01-03 12:00:00,-15.08171984925309,-12.120871255978898,-9.009541887140642,-12.4831397897442,-10.720564038924522,-6.816423917346015,-6.578162689369606,-5.537337325051567,-2.1459465128024817
2017-01-03 13:00:00,-15.764456701349218,-13.135223150521767,-9.881773049206345,-13.295457309687208,-11.492474683947535,-7.660788269122122,-7.56464777362288,-6.325968056248371,-3.022357696411632
2017-01-03 14:00:00,-16.15319870488969,-13.472411555026383,-10.280268436348194,-13.717639485575205,-11.821303045365255,-8.087150466553567,-8.173537578451487,-6.755116934708838,-3.5462537298568577
2017-01-03 15:00:00,-16.4792403852785,-13.618712309046998,-10.62442354342528,-14.223422092332214,-12.102757829290624,-8.438272276203065,-8.319838332472102,-7.104845403843797,-3.9656492247159463
2017-01-03 16:00:00,-16.908389263738968,-13.941967308406845,-10.94210518072714,-14.607984074329238,-12.381425932187028,-8.740627167845616,-8.666780120578096,-7.359826717993997,-4.3014442887060795
