0.1.2	2017	232	17	3868	114	11	172.0747341	0.6470588235	0.7964513848	0.1738614132	0.4914025579	0.6423070466	6
0.1.2	2017	250	18	3867	114	8	142.7052034	0.4444444444	0.6238187006	0.1361765488	0.3848899142	0.5030855051	7
0.1.2	2017	263	13	3867	114	5	98.4981717	0.3846153846	0.5961779412	0.1301427072	0.3678358415	0.4807943083	8
0.1.2	2017	273	10	3868	114	7	66.05479914	0.7	0.519751154	0.1134591161	0.3206812763	0.4191590787	9
0.1.2	2017	298	25	3868	114	1	124.0761517	0.04	0.3905165037	0.08524782867	0.2409447864	0.3149363626	10
1.1.2	2017	215	12	3887	81.5	5	115.0841675	0.4166666667	0.8907308972	0.2304181029	0.6288675994	0.7534247889	5
1.1.2	2017	232	17	3887	81.5	12	170.8254057	0.7058823529	0.9332880867	0.2414269799	0.6589135288	0.7894217906	6
1.1.2	2017	250	18	3887	81.5	5	141.1631493	0.2777777778	0.7283850383	0.1884217772	0.5142493113	0.6161045333	7
1.1.2	2017	263	13	3887	81.5	3	97.30619308	0.2307692308	0.6951992779	0.1798371419	0.4908197329	0.5880343557	8
1.1.2	2017	273	10	3887	81.5	5	65.1488809	0.5	0.6050888395	0.1565269858	0.4272005912	0.5118144354	9
1.1.2	2017	298	25	3887	81.5	4	121.7358061	0.16	0.452262428	0.1169931918	0.3193031568	0.382546205	10
1.2.3	2017	232	17	3881	47	18	171.2199305	1.058823529	1.227860738	0.419611525	1.052102309	1.121647808	6
1.2.3	2017	250	18	3881	47	15	141.6257655	0.8333333333	0.9592095248	0.3278021352	0.8219063651	0.8762355764	7
1.2.4	2017	263	13	3877	54.5	6.5	97.90218239	0.5	0.8533349243	0.270577942	0.6968470285	0.7637402198	8
1.2.4	2017	273	10	3878	54.5	6.5	65.57800006	0.65	0.7430681856	0.2356142409	0.6068014356	0.6650507828	9
1.2.4	2017	298	25	3877	54.5	7	122.9657142	0.28	0.5573327034	0.1767206892	0.4551268525	0.4988163373	10
1.3.2	2017	170	13	3875	46	12	95.21709546	0.9230769231	0.9024656378	0.3117838506	0.7784925206	0.8268351642	2
1.3.2	2017	184	14	3875	46	16	124.8315415	1.142857143	1.098639971	0.3795581638	0.9477180782	1.00656925	3
1.3.2	2017	203	19	3875	46	22	180.8910592	1.157894737	1.173066408	0.4052710112	1.011920439	1.074758434	4
1.3.3	2017	232	17	3874	35	19	171.6802093	1.117647059	1.424233011	0.5649930938	1.32909009	1.353855438	6
1.3.3	2017	250	18	3874	35	15	142.1654845	0.8333333333	1.113862029	0.4418689561	1.039452795	1.058821242	7
1.3.3	2017	273	23	3874	35	17	163.8496989	0.7391304348	1.004679513	0.398556263	0.9375639903	0.955033911	9
1.3.4	2017	263	13	3874	50	11.4	98.08097919	0.8769230769	0.892085066	0.2954685815	0.7494734227	0.808006242	8
1.3.4	2017	273	10	3873	50	8.5	65.8163996	0.85	0.7782138389	0.2577531536	0.6538060232	0.7048673534	9
1.3.4	2017	298	25	3873	50	9	123.4591886	0.36	0.5839131261	0.1933985779	0.4905668594	0.5288794407	10
1.4.2	2017	170	28	3885	35	22	134.0929519	0.7857142857	0.6753947103	0.2679290144	0.630276373	0.6420205082	2
1.4.3	2017	232	17	3884	54	20	171.0226681	1.176470588	1.145125837	0.3647966716	0.9380203422	1.026207415	6
1.4.3	2017	250	18	3884	54	13	141.3944574	0.7222222222	0.894145794	0.2848432889	0.7324321193	0.801291015	7
1.4.4	2017	263	13	3883	63	9.7	97.54458881	0.7461538462	0.7914554735	0.2332164345	0.6147384557	0.6941777164	8
1.4.4	2017	273	10	3884	63	10	65.29192062	1	0.6886936852	0.2029358456	0.5349214285	0.6040463749	9
1.4.4	2017	298	25	3883	63	7	122.2276151	0.28	0.51569864	0.1519597781	0.4005529006	0.4523141431	10
1.5.2	2017	232	17	3896	22	14	170.2336186	0.8235294118	1.776435055	0.8912788474	1.834329989	1.789640775	6
1.5.2	2017	250	18	3896	22	11	140.469225	0.6111111111	1.384400051	0.6945857534	1.429518361	1.394691448	7
1.5.2	2017	273	23	3896	22	14	161.4895644	0.6086956522	1.245574052	0.6249335161	1.286167952	1.25483344	9
1.5.3	2017	263	13	3895	73.5	7	96.82940164	0.5384615385	0.7280291223	0.1984341557	0.5345599378	0.6248581688	8
1.5.3	2017	273	10	3896	73.5	9	64.71976173	0.9	0.6325891897	0.1724207149	0.4644825703	0.5429432843	9
1.5.3	2017	298	25	3896	73.5	12	120.6292357	0.48	0.4716256576	0.1285479335	0.3462940898	0.4047903247	10
2.1.2	2017	215	13	3936	24	27	122.2665655	2.076923077	1.598247535	0.767349103	1.624882059	1.593713737	5
2.1.2	2017	232	17	3936	24	39	167.6034535	2.294117647	1.675381535	0.8043826061	1.703301483	1.670628928	6
2.1.2	2017	250	18	3935	24	29	137.4622196	1.611111111	1.297748483	0.6230737807	1.319375241	1.294067119	7
2.1.2	2017	263	13	3935	24	13	94.4454444	1	1.234574621	0.5927428054	1.255148597	1.231072465	8
2.1.2	2017	273	10	3935	24	6	62.86095795	0.6	1.068219933	0.5128727494	1.086021637	1.065189681	9
2.1.2	2017	298	25	3936	24	23	115.7487069	0.92	0.7867845481	0.377750257	0.7998961788	0.7845526519	10
2.2.3	2017	170	13	3942	5	17	91.15781807	1.307692308	2.586819119	2.746125846	2.634545166	2.668830109	2
2.2.3	2017	184	14	3941	5	23	120.6597258	1.642857143	3.179433832	3.375236158	3.238093447	3.28023273	3
2.2.4	2017	215	13	3933	24	18	122.404985	1.384615385	1.600056931	0.7682178285	1.626721608	1.595518	5
2.2.4	2017	232	17	3933	24	31	167.8007159	1.823529412	1.67735339	0.8053293315	1.705306199	1.67259519	6
2.2.4	2017	250	18	3932	24	23	137.6935277	1.277777778	1.299932208	0.6241222288	1.321595358	1.29624465	7
2.2.4	2017	263	13	3932	24	10	94.62424119	0.7692307692	1.236911822	0.5938649401	1.257524747	1.233403036	8
2.2.4	2017	273	10	3931	24	8	63.05096498	0.8	1.071448794	0.5144229871	1.089304306	1.068409382	9
2.2.4	2017	298	25	3931	24	9	116.3544334	0.36	0.7909018835	0.3797270682	0.8040821289	0.7886583075	10
2.3.2	2017	298	25	3941	62.5	8	115.1442348	0.32	0.4877293271	0.1442985752	0.3799007692	0.4282602124	10
2.4.2	2017	170	13	3950	10	42	90.67312823	3.230769231	1.826823406	1.365762292	2.00174059	1.960890869	2
2.4.2	2017	184	14	3951	10	21	120.0276326	1.5	2.245507578	1.678777251	2.460513506	2.41030156	3
2.4.2	2017	202	18	3951	10	36	166.087777	2	2.416720843	1.806779016	2.648120333	2.594079876	4
2.4.2	2017	215	13	3950	10	19	121.6206076	1.461538462	2.450333158	1.831908119	2.684951006	2.630158941	5
