6.5.3	2017	261	13	4325	20	6	65.75134548	0.4615384615	0.9396435673	0.492816876	0.9853430062	0.9572555038	8
7.1.0	2017	296	18	4479	13	10	35.93768232	0.5555555556	0.4584444431	0.2992874342	0.500996383	0.4859940305	10
7.3.1	2017	183	16	4475	8.6	34.6	102.2935251	2.1625	1.798814932	1.448718433	1.958985814	1.93512403	3
7.3.1	2017	198	15	4476	8.6	33	109.8470061	2.2	2.060417772	1.65940651	2.243882412	2.216550392	4
7.3.1	2017	217	19	4476	8.6	27	139.8350619	1.421052632	2.070717242	1.667701433	2.255098972	2.227630326	5
7.3.1	2017	230	13	4476	8.6	21	102.3379008	1.615384615	2.214886487	1.783811567	2.412105399	2.382724309	6
7.3.1	2017	247	17	4475	8.6	23.7	96.48022359	1.394117647	1.596789623	1.286012541	1.738971677	1.717789815	7
7.3.1	2017	261	14	4475	8.6	11.3	61.34099816	0.8071428571	1.232767353	0.9928385391	1.342535975	1.32618297	8
7.3.1	2017	279	18	4475	8.6	8.5	78.58734557	0.4722222222	1.228396121	0.9893180634	1.337775517	1.321480498	9
7.3.1	2017	296	17	4475	8.6	3.5	31.55077376	0.2058823529	0.5221790151	0.4205493024	0.5686751122	0.561748261	10
7.4.2	2017	183	16	4474	3.8	57.8	102.3650526	3.6125	2.689894174	3.280971136	2.58344088	2.625211658	3
7.4.2	2017	198	15	4474	3.8	57	109.9661329	3.8	3.082273388	3.759571704	2.960291581	3.00815553	4
7.4.2	2017	217	19	4475	3.8	61.5	139.9035217	3.236842105	3.095840011	3.776119454	2.973321301	3.021395923	5
7.4.2	2017	230	13	4473	3.8	34	102.4893482	2.615384615	3.314658889	4.04302156	3.183480361	3.234952974	6
7.4.2	2017	247	17	4473	3.8	38	96.61483632	2.235294118	2.389452293	2.9145102	2.294889069	2.331994351	7
7.4.2	2017	261	14	4472	3.8	23	61.53986701	1.642857143	1.848127718	2.25423504	1.774987561	1.803686732	8
7.4.2	2017	279	18	4473	3.8	24	78.76164822	1.333333333	1.839694685	2.243948933	1.766888268	1.795456484	9
7.4.3	2017	296	18	4472	7	18	36.32642395	1	0.6283110136	0.5618318779	0.672437353	0.6717479647	10
7.5.1	2017	183	16	4489	5	31	101.2921392	1.9375	2.325651124	2.467402675	2.36818542	2.398949225	3
7.5.1	2017	198	15	4489	5	37	109.0726819	2.466666667	2.671243867	2.834059759	2.720098778	2.755434097	4
7.5.2	2017	217	19	4488	5.5	59	139.0135438	3.105263158	2.564695557	2.592358733	2.655481031	2.681905189	5
7.5.2	2017	230	13	4486	5.5	27	101.833076	2.076923077	2.745856366	2.775473568	2.843054597	2.871345262	6
7.5.2	2017	247	17	4486	5.5	27	95.73985358	1.588235294	1.974131795	1.995425065	2.044012405	2.064351962	7
7.5.2	2017	261	14	4485	5.5	22	60.67983313	1.571428571	1.519317877	1.535705458	1.573098916	1.588752507	8
7.5.2	2017	279	18	4485	5.5	10	77.7181613	0.5555555556	1.513499626	1.52982445	1.56707471	1.582668355	9
