10.5.3	2017	296	19	4561	3	45	10
10.6.2	2017	183	15	4547	4	56	3
10.6.2	2017	198	15	4547	4	59	4
10.6.3	2017	230	13	4546	2	48	6
10.6.3	2017	247	17	4545	2	35	7
10.6.3	2017	261	14	4545	2	27	8
10.6.3	2017	279	18	4545	2	25	9
10.6.4	2017	296	19	4545	4	18.5	10
12.5.0	2017	296	18	4609	5	19.5	10
13.1.0	2017	168	23	4338	42	8	2
13.1.1	2017	216	17	4336	53	22	5
13.1.1	2017	231	15	4336	53	17	6
13.2.1	2017	216	17	4326	28.5	23.5	5
13.2.1	2017	231	15	4325	28.5	15	6
13.2.1	2017	246	15	4326	28.5	9	7
13.2.1	2017	262	16	4325	28.5	4	8
13.2.1	2017	274	12	4325	28.5	4	9
13.3.1	2017	216	17	4339	41	17.5	5
13.3.1	2017	231	15	4339	41	15.5	6
13.3.1	2017	246	15	4339	41	12.5	7
13.3.1	2017	262	16	4339	41	9.5	8
13.3.1	2017	274	12	4339	41	6	9
13.4.1	2017	216	17	4364	23	24	5
13.4.1	2017	231	15	4364	23	18	6
13.4.1	2017	246	15	4364	23	16	7
13.4.1	2017	262	16	4364	23	11	8
13.4.1	2017	274	12	4364	23	9	9
13.5.1	2017	216	17	4367	28	21.5	5
13.5.1	2017	231	15	4367	28	25.5	6
13.5.1	2017	246	15	4367	28	11	7
13.5.1	2017	262	16	4367	28	11	8
13.5.1	2017	274	12	4367	28	12	9
14.2.0	2017	296	17	4424	12	6	10
