,TF1,TF2,MSE,Weight
0,5.643834928956724,-0.3518483334928281,0.4190172463553378,0.6576928523653703
1,5.518009217890819,-0.37499614158585387,0.41221629927515274,0.6621810312837244
2,5.83689396559834,-0.3770892763136352,0.41041192137866167,0.6633769347064331
3,5.440232838756562,-0.3747961798048415,0.414369707587412,0.6607566193674043
4,5.85035841153312,-0.35569110101024215,0.42492065600028966,0.6538216598974378
5,5.567600583086354,-0.3662842010912277,0.41132605362925845,0.6627707975430898
6,5.823664901756391,-0.3605747338505909,0.4190343620209868,0.6576815956107432
7,5.5773635336562934,-0.37414507947573516,0.4109649161977434,0.6630101921111655
8,5.43643463937465,-0.3789229149724433,0.4160173067209391,0.6596688536808327
9,5.386149784696694,-0.3693643570289198,0.41459493039978246,0.6606078186605838
10,5.4007398681874115,-0.36957434359614943,0.4141990796794899,0.6608693725061552
11,5.802290852998837,-0.37753659808997814,0.40995083493366175,0.6636828793469948
12,5.746798264240361,-0.38064033060117664,0.40951497052148844,0.6639722181467331
13,5.397295367939483,-0.35836956227771355,0.4134061633872534,0.6613935944032313
14,5.662953536373277,-0.3837807935236104,0.4108204386271997,0.6631059891330614
15,5.682864031580145,-0.3516529792998354,0.4206649844034644,0.6566100391697879
16,5.406898689271984,-0.36940082663429635,0.41397976180943385,0.6610143288644973
17,5.556389629019959,-0.3819548705338675,0.4129714873238724,0.6616811488591837
18,5.439392475464974,-0.36034925013472485,0.4127965769354912,0.6617968938881241
19,5.676394480640627,-0.35907687280397393,0.41512027646553373,0.6602608620861613
20,5.650892411020122,-0.3605824611933741,0.41376029567897055,0.6611594150416026
21,5.4985953085586265,-0.37676930067821784,0.41313566897999565,0.661572521869862
22,5.412559079803523,-0.3834988737372721,0.41935254421045154,0.6574723663289618
23,5.650490879942639,-0.3516246563477265,0.4194310868911293,0.6574207287147437
24,5.530381892966373,-0.36912159206349954,0.4114096902375984,0.66271536795948
25,5.523364343860267,-0.38484829509575136,0.41519315892023323,0.6602127424073518
26,5.778329144067794,-0.36283027333366,0.41571041282634463,0.6598713330927399
27,5.376317575792153,-0.3667794958211281,0.41431441424666116,0.6607931558184142
28,5.812634677517251,-0.3834397307759403,0.4092439934643327,0.6641521637639055
29,5.409744918827321,-0.3863861788539776,0.4212447139869905,0.6562294932227706
30,5.768635917564056,-0.3708833545792961,0.4114451134878379,0.6626918928429482
31,5.698674195257312,-0.3607650133463645,0.41471190525702895,0.660530548674711
