0.1.2	2017	232	17	3868	114	11	186.375029
0.1.2	2017	250	18	3867	114	8	155.8489756
0.1.2	2017	263	13	3867	114	5	109.8951995
0.1.2	2017	273	10	3868	114	7	79.25254984
0.1.2	2017	298	25	3868	114	1	127.5269026
1.1.2	2017	215	12	3887	81.5	5	121.845088
1.1.2	2017	232	17	3887	81.5	12	184.6728246
1.1.2	2017	250	18	3887	81.5	5	153.7008167
1.1.2	2017	263	13	3887	81.5	3	108.0879157
1.1.2	2017	273	10	3887	81.5	5	78.02909389
1.1.2	2017	298	25	3887	81.5	4	124.9323295
1.2.3	2017	232	17	3881	47	18	185.2103628
1.2.3	2017	250	18	3881	47	15	154.3452644
1.2.4	2017	263	13	3877	54.5	6.5	108.9915576
1.2.4	2017	273	10	3878	54.5	6.5	78.60862566
1.2.4	2017	298	25	3877	54.5	7	126.2967685
1.3.2	2017	170	13	3875	46	12	100.0864191
1.3.2	2017	184	14	3875	46	16	132.6773034
1.3.2	2017	203	19	3875	46	22	191.1295511
1.3.3	2017	232	17	3874	35	19	185.8374907
1.3.3	2017	250	18	3874	35	15	155.09712
1.3.3	2017	273	23	3874	35	17	188.1288455
1.3.4	2017	263	13	3874	50	11.4	109.2626502
1.3.4	2017	273	10	3873	50	8.5	78.93058775
1.3.4	2017	298	25	3873	50	9	126.8434948
1.4.2	2017	170	28	3885	35	22	158.5441777
1.4.3	2017	232	17	3884	54	20	184.9415937
1.4.3	2017	250	18	3884	54	13	154.0230405
1.4.4	2017	263	13	3883	63	9.7	108.4493724
1.4.4	2017	273	10	3884	63	10	78.22227115
1.4.4	2017	298	25	3883	63	7	125.4777558
1.5.2	2017	232	17	3896	22	14	183.8665173
1.5.2	2017	250	18	3896	22	11	152.7341452
1.5.2	2017	273	23	3896	22	14	184.7242001
1.5.3	2017	263	13	3895	73.5	7	107.3650022
1.5.3	2017	273	10	3896	73.5	9	77.44956213
1.5.3	2017	298	25	3896	73.5	12	123.707199
2.1.2	2017	215	13	3936	24	27	128.5328074
2.1.2	2017	232	17	3936	24	39	180.2829291
2.1.2	2017	250	18	3935	24	29	148.5452353
2.1.2	2017	263	13	3935	24	13	103.7504345
2.1.2	2017	273	10	3935	24	6	74.93825782
2.1.2	2017	298	25	3936	24	23	118.284597
2.2.3	2017	170	13	3942	5	17	94.60900044
2.2.3	2017	184	14	3941	5	23	127.4819644
2.2.4	2017	215	13	3933	24	18	128.7183767
2.2.4	2017	232	17	3933	24	31	180.5516983
2.2.4	2017	250	18	3932	24	23	148.8674591
2.2.4	2017	263	13	3932	24	10	104.0215271
2.2.4	2017	273	10	3931	24	8	75.19582749
2.2.4	2017	298	25	3931	24	9	118.9619597
2.3.2	2017	298	25	3941	62.5	8	117.6073472
2.4.2	2017	170	13	3950	10	42	93.95498031
2.4.2	2017	184	14	3951	10	21	126.6947918
2.4.2	2017	202	18	3951	10	36	174.5096229
2.4.2	2017	215	13	3950	10	19	127.6668176
2.4.2	2017	232	17	3950	10	41	179.0286733
2.4.2	2017	250	18	3949	10	26	147.0415241
2.4.2	2017	263	13	3949	10	12	102.4853358
2.4.2	2017	273	10	3950	10	12	73.97237155
2.4.2	2017	298	25	3950	10	17	116.3921887
2.5.1	2017	170	13	3947	55	7	94.20023786
2.5.1	2017	184	14	3946	55	3	127.0883781
2.5.1	2017	202	18	3946	55	5	174.9602796
2.5.2	2017	298	25	3945	67.5	8.5	117.0667323
3.1.3	2017	170	28	3986	11	72	146.9855426
3.1.4	2017	215	13	3979	19	30	125.8729814
3.1.4	2017	232	17	3979	19	34.9	176.4305719
3.1.4	2017	250	18	3978	19	26.1	143.9266936
3.1.4	2017	263	13	3978	19	13	99.86477432
3.1.4	2017	273	10	3978	19	10	72.16938384
3.1.4	2017	298	25	3979	19	16	112.4926554
3.2.3	2017	170	13	4007	46	14	89.29508684
3.2.3	2017	184	14	4008	46	18	122.2079081
3.2.3	2017	202	18	4008	46	20	169.3721364
3.2.3	2017	215	13	4007	46	18	124.1410016
3.3.2	2017	215	13	3995	40	15	124.8832787
3.3.2	2017	232	17	3995	40	20	174.9971367
3.3.2	2017	250	18	3994	40	14	142.2081665
