6.5.3	2017	218	19	4326	20	31.5	153.5223313	5	1.516781894	1.494100414	1.472515285	1.657894737
6.5.3	2017	230	12	4326	20	19.5	104.3951335	6	1.633067696	1.608647314	1.585407337	1.625
6.5.3	2017	248	18	4326	20	20	111.6467567	7	1.164337236	1.146926102	1.130356568	1.111111111
6.5.3	2017	261	13	4325	20	6	65.02716105	8	0.9389806051	0.9249393836	0.911576871	0.4615384615
7.1.0	2017	296	18	4479	13	10	36.91272702	10	0.5038548825	0.4910319579	0.4855950555	0.5555555556
7.3.1	2017	183	16	4475	8.6	34.6	94.40235982	3	1.798908047	1.760986678	1.762580923	2.1625
7.3.1	2017	198	15	4476	8.6	33	108.2646989	4	2.200603046	2.15421386	2.156164099	2.2
7.3.1	2017	217	19	4476	8.6	27	136.8712528	5	2.19636613	2.15006626	2.152012744	1.421052632
7.3.1	2017	230	13	4476	8.6	21	103.0860929	6	2.4177023	2.366736616	2.368879255	1.615384615
7.3.1	2017	247	17	4475	8.6	23.7	90.8005544	7	1.628492172	1.594163207	1.595606424	1.394117647
7.3.1	2017	261	14	4475	8.6	11.3	56.52185203	8	1.230933084	1.20498475	1.206075639	0.8071428571
7.3.1	2017	279	18	4475	8.6	8.5	76.46286703	9	1.295162226	1.267859928	1.269007738	0.4722222222
7.3.1	2017	296	17	4475	8.6	3.5	32.95290243	10	0.5910045814	0.5785460777	0.5790698433	0.2058823529
7.4.2	2017	183	16	4474	3.8	57.8	94.49308203	3	2.442612146	2.480574627	2.494954533	3.6125
7.4.2	2017	198	15	4474	3.8	57	108.4098701	4	2.989179847	3.035636949	3.053234555	3.8
7.4.2	2017	217	19	4475	3.8	61.5	136.9644103	5	2.981457422	3.027794504	3.045346648	3.236842105
7.4.2	2017	230	13	4473	3.8	34	103.2954827	6	3.286339734	3.337415222	3.356762239	2.615384615
7.4.2	2017	247	17	4473	3.8	38	90.99894993	7	2.213920084	2.248328289	2.261361862	2.235294118
7.4.2	2017	261	14	4472	3.8	23	56.80868879	8	1.6782676	1.704350824	1.714230957	1.642857143
7.4.2	2017	279	18	4473	3.8	24	76.67270504	9	1.761743838	1.78912443	1.799495995	1.333333333
7.4.3	2017	296	18	4472	7	18	37.27784907	10	0.6920585731	0.6819706079	0.6867501954	1
7.5.1	2017	183	16	4489	5	31	93.1388564	3	2.210573699	2.211797288	2.23692674	1.9375
7.5.1	2017	198	15	4489	5	37	107.3210863	4	2.716989005	2.718492904	2.749379205	2.466666667
7.5.2	2017	217	19	4488	5.5	59	135.753363	5	2.623789522	2.612799685	2.6420141	3.105263158
7.5.2	2017	230	13	4486	5.5	27	102.3881269	6	2.892266071	2.88015171	2.91235546	2.076923077
7.5.2	2017	247	17	4486	5.5	27	89.70937896	7	1.93785343	1.929736661	1.951313565	1.588235294
7.5.2	2017	261	14	4485	5.5	22	55.56923565	8	1.457600084	1.451494874	1.467724428	1.571428571
7.5.2	2017	279	18	4485	5.5	10	75.41897043	9	1.538650887	1.532206192	1.549338201	0.5555555556
7.8.1	2017	183	16	4593	14	24	83.8261375	3	1.232846748	1.202260321	1.187208417	1.5
7.8.1	2017	198	15	4590	14	26	99.98994196	4	1.568608912	1.529692363	1.510541117	1.733333333
7.8.1	2017	217	19	4591	14	30	126.1581427	5	1.56246863	1.523704418	1.50462814	1.578947368
7.8.1	2017	230	13	4589	14	18	95.19907651	6	1.723213166	1.680460948	1.659422129	1.384615385
7.8.1	2017	247	17	4589	14	23	79.49256973	7	1.100340849	1.07304184	1.059607709	1.352941176
7.8.1	2017	261	14	4588	14	8	46.2189992	8	0.7768588589	0.7575853063	0.7481005873	0.5714285714
7.8.1	2017	279	18	4589	14	9	65.35322763	9	0.8543663935	0.8331699104	0.822738897	0.5
8.1.1	2017	168	14	4372	15	16	73.53793012	2	1.185924534	1.157710907	1.14199722	1.142857143
8.1.2	2017	231	13	4369	12.5	29	108.8157274	6	2.102998286	2.049157082	2.0282843	2.230769231
8.1.2	2017	248	17	4369	12.5	26.5	99.88548241	7	1.476196093	1.438402351	1.423750737	1.558823529
8.1.2	2017	261	13	4369	12.5	14	60.99654602	8	1.178833564	1.148652931	1.136952715	1.076923077
8.1.2	2017	279	18	4369	12.5	21	87.93986033	9	1.227450163	1.196024843	1.183842094	1.166666667
8.2.1	2017	168	14	4378	9	26	73.02969506	2	1.556353779	1.521856253	1.521004673	1.857142857
8.2.2	2017	218	19	4375	18.7	41	149.0308007	5	1.539892385	1.512643675	1.490281985	2.157894737
8.2.2	2017	231	13	4375	18.7	23.5	108.3914099	6	1.63688983	1.607924731	1.584154483	1.807692308
8.2.2	2017	248	17	4375	18.7	24.5	99.28551892	7	1.146581489	1.126292496	1.109642306	1.441176471
8.2.2	2017	279	31	4375	18.7	22.8	147.7235758	9	0.9355264166	0.9189720862	0.905386752	0.735483871
8.3.1	2017	168	22	4380	33	33	90.10144559	2	0.534538429	0.5446158231	0.5440636605	1.5
8.3.1	2017	199	31	4380	33	36	218.5515211	4	0.9201571275	0.9375044042	0.9365539088	1.161290323
8.3.1	2017	218	19	4378	33	19.5	148.755809	5	1.02185715	1.041121728	1.040066179	1.026315789
8.3.1	2017	231	13	4380	33	14.7	108.0378119	6	1.084681623	1.105130601	1.104010156	1.130769231
8.3.1	2017	248	17	4377	33	19.8	99.08553108	7	0.7607311063	0.7750728015	0.7742869884	1.164705882
8.3.2	2017	261	13	4377	23	13	60.26370692	8	0.790272684	0.7840282326	0.7741175789	1
8.3.2	2017	279	18	4378	23	16	86.94585825	9	0.8234569026	0.8169502414	0.8066234309	0.8888888889
8.4.2	2017	199	33	4378	24.5	55	229.0061364	4	1.131091817	1.126442951	1.113682393	1.666666667
8.4.2	2017	218	19	4376	24.5	31.5	148.9391368	5	1.277673573	1.272422246	1.258008007	1.657894737
8.4.2	2017	231	13	4378	24.5	20.5	108.1792511	6	1.356329785	1.350755175	1.335453566	1.576923077
8.4.2	2017	248	17	4375	24.5	22.7	99.28551892	7	0.9519226693	0.9480102007	0.9372709626	1.335294118
8.4.2	2017	261	13	4378	24.5	6.3	60.17210203	8	0.7544257645	0.7513250219	0.7428138706	0.4846153846
